costoptimizationdata317256447485,cid-data-317256447485,is_modified,file_date
compute_optimizer/compute_optimizer_auto_scale/payer_id=317256447485/year=2024/month=1/compute-optimizer/317256447485/us-east-1-2024-01-01T204059Z-8efd4a5a-9bea-45a7-bf02-814430ddde2c-metadata.json,compute_optimizer/compute_optimizer_auto_scale/payer_id=317256447485/year=2024/month=1/compute-optimizer/317256447485/us-east-1-2024-01-01T204059Z-8efd4a5a-9bea-45a7-bf02-814430ddde2c-metadata.json,False,2024-01-01 20:42:35+00:00
compute_optimizer/compute_optimizer_auto_scale/payer_id=317256447485/year=2024/month=1/compute-optimizer/317256447485/us-east-1-2024-01-01T204059Z-8efd4a5a-9bea-45a7-bf02-814430ddde2c.csv,compute_optimizer/compute_optimizer_auto_scale/payer_id=317256447485/year=2024/month=1/compute-optimizer/317256447485/us-east-1-2024-01-01T204059Z-8efd4a5a-9bea-45a7-bf02-814430ddde2c.csv,False,2024-01-01 20:42:35+00:00
compute_optimizer/compute_optimizer_auto_scale/payer_id=317256447485/year=2024/month=1/compute-optimizer/317256447485/us-east-1-2024-01-02T204059Z-6cfb4a48-5caa-4b7d-b284-82a2740874ef-metadata.json,compute_optimizer/compute_optimizer_auto_scale/payer_id=317256447485/year=2024/month=1/compute-optimizer/317256447485/us-east-1-2024-01-02T204059Z-6cfb4a48-5caa-4b7d-b284-82a2740874ef-metadata.json,False,2024-01-02 20:42:34+00:00
compute_optimizer/compute_optimizer_auto_scale/payer_id=317256447485/year=2024/month=1/compute-optimizer/317256447485/us-east-1-2024-01-02T204059Z-6cfb4a48-5caa-4b7d-b284-82a2740874ef.csv,compute_optimizer/compute_optimizer_auto_scale/payer_id=317256447485/year=2024/month=1/compute-optimizer/317256447485/us-east-1-2024-01-02T204059Z-6cfb4a48-5caa-4b7d-b284-82a2740874ef.csv,False,2024-01-02 20:42:34+00:00
compute_optimizer/compute_optimizer_auto_scale/payer_id=317256447485/year=2024/month=1/compute-optimizer/317256447485/us-east-1-2024-01-03T204059Z-521f500a-c8d9-4710-8b08-4240e1f0d78a-metadata.json,compute_optimizer/compute_optimizer_auto_scale/payer_id=317256447485/year=2024/month=1/compute-optimizer/317256447485/us-east-1-2024-01-03T204059Z-521f500a-c8d9-4710-8b08-4240e1f0d78a-metadata.json,False,2024-01-03 20:42:33+00:00
compute_optimizer/compute_optimizer_auto_scale/payer_id=317256447485/year=2024/month=1/compute-optimizer/317256447485/us-east-1-2024-01-03T204059Z-521f500a-c8d9-4710-8b08-4240e1f0d78a.csv,compute_optimizer/compute_optimizer_auto_scale/payer_id=317256447485/year=2024/month=1/compute-optimizer/317256447485/us-east-1-2024-01-03T204059Z-521f500a-c8d9-4710-8b08-4240e1f0d78a.csv,False,2024-01-03 20:42:33+00:00
compute_optimizer/compute_optimizer_ebs_volume/payer_id=317256447485/year=2023/month=12/compute-optimizer/317256447485/us-east-1-2023-12-08T204219Z-a7ba4fa2-6eb8-4d7b-9145-45e723bfe931-metadata.json,compute_optimizer/compute_optimizer_ebs_volume/payer_id=317256447485/year=2023/month=12/compute-optimizer/317256447485/us-east-1-2023-12-08T204219Z-a7ba4fa2-6eb8-4d7b-9145-45e723bfe931-metadata.json,False,2023-12-08 20:45:10+00:00
compute_optimizer/compute_optimizer_ebs_volume/payer_id=317256447485/year=2023/month=12/compute-optimizer/317256447485/us-east-1-2023-12-08T204219Z-a7ba4fa2-6eb8-4d7b-9145-45e723bfe931.csv,compute_optimizer/compute_optimizer_ebs_volume/payer_id=317256447485/year=2023/month=12/compute-optimizer/317256447485/us-east-1-2023-12-08T204219Z-a7ba4fa2-6eb8-4d7b-9145-45e723bfe931.csv,False,2023-12-08 20:45:10+00:00
compute_optimizer/compute_optimizer_ebs_volume/payer_id=317256447485/year=2023/month=12/compute-optimizer/317256447485/us-east-1-2023-12-09T204100Z-43360775-3d33-4c92-9db6-ed94bfa69e65-metadata.json,compute_optimizer/compute_optimizer_ebs_volume/payer_id=317256447485/year=2023/month=12/compute-optimizer/317256447485/us-east-1-2023-12-09T204100Z-43360775-3d33-4c92-9db6-ed94bfa69e65-metadata.json,False,2023-12-09 20:45:06+00:00
compute_optimizer/compute_optimizer_ebs_volume/payer_id=317256447485/year=2023/month=12/compute-optimizer/317256447485/us-east-1-2023-12-09T204100Z-43360775-3d33-4c92-9db6-ed94bfa69e65.csv,compute_optimizer/compute_optimizer_ebs_volume/payer_id=317256447485/year=2023/month=12/compute-optimizer/317256447485/us-east-1-2023-12-09T204100Z-43360775-3d33-4c92-9db6-ed94bfa69e65.csv,False,2023-12-09 20:45:06+00:00
compute_optimizer/compute_optimizer_ebs_volume/payer_id=317256447485/year=2023/month=12/compute-optimizer/317256447485/us-east-1-2023-12-10T204100Z-e28eb299-4422-4363-a08e-c806665cdedf-metadata.json,compute_optimizer/compute_optimizer_ebs_volume/payer_id=317256447485/year=2023/month=12/compute-optimizer/317256447485/us-east-1-2023-12-10T204100Z-e28eb299-4422-4363-a08e-c806665cdedf-metadata.json,False,2023-12-10 20:45:11+00:00
compute_optimizer/compute_optimizer_ebs_volume/payer_id=317256447485/year=2023/month=12/compute-optimizer/317256447485/us-east-1-2023-12-10T204100Z-e28eb299-4422-4363-a08e-c806665cdedf.csv,compute_optimizer/compute_optimizer_ebs_volume/payer_id=317256447485/year=2023/month=12/compute-optimizer/317256447485/us-east-1-2023-12-10T204100Z-e28eb299-4422-4363-a08e-c806665cdedf.csv,False,2023-12-10 20:45:11+00:00
